SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.009567136799999999,68,0,4.0,7020.0,2,0,0,0,0.0
0,0.0030814055999999995,44,0,1.110757479,2041.0,4,0,1,0,0.0
0,0.5004667751999999,54,0,5.0,7020.0,14,0,2,0,0.0
0,1.0516948308,65,0,0.270764686,11440.0,12,0,2,0,0.0
0,0.7794483503999999,29,0,0.638247591,7150.0,9,0,2,0,1.0
1,1.2403337304,33,0,0.707085464,1778.4,5,4,0,3,2.0
0,0.1017160068,39,0,0.519935008,10400.0,7,0,4,0,3.0
0,0.29594145,75,1,0.505867014,2990.0,13,0,1,0,0.0
0,0.4106037312,64,0,1.096935139,5470.400000000001,20,0,2,0,0.0
0,0.0334844256,41,0,5.0,7020.0,11,0,2,0,0.0
1,0.9926910299999999,61,0,0.01029897,13000.0,1,1,0,0,0.0
0,0.485579082,63,0,0.251187203,5200.0,5,0,1,0,0.0
0,0.0305087148,35,0,0.395549456,13260.0,7,0,1,0,2.0
0,0.3253871484,37,1,0.343996494,11865.1,17,0,1,0,1.0
0,0.0,40,0,5.0,1.3,7,0,1,0,1.0
0,0.0,47,0,5.0,7020.0,6,0,1,0,0.0
0,0.4885437156,37,0,0.741029641,10831.6,10,0,3,0,1.0
0,0.1546379376,67,0,0.352588276,7582.900000000001,8,0,1,0,0.0
0,0.00419958,48,0,0.395147314,9750.0,2,0,1,0,3.0
0,0.0848192184,75,0,5.0,7020.0,10,0,0,0,0.0
0,0.371390892,60,0,0.190035393,9548.5,17,0,0,0,0.0
0,0.0,78,0,5.0,0.0,11,0,1,0,0.0
0,0.15576174240000001,37,0,0.29930728,9945.0,7,0,2,0,1.0
0,0.049731491999999995,66,0,0.00469684,9132.5,1,0,0,0,0.0
0,0.0163791816,47,0,5.0,7020.0,3,0,2,0,0.0
0,1.19999988,31,0,0.0,3465.8,0,0,0,0,2.0
0,0.4243359036,56,0,0.51867394,3096.6,3,0,1,0,0.0
0,1.0854362316,50,0,0.658724203,6927.7,14,0,2,0,2.0
0,0.0676147416,73,1,5.0,7020.0,11,0,1,0,0.0
0,0.21299556239999998,37,0,0.144882749,7150.0,8,0,0,0,0.0
0,0.0,72,1,5.0,7020.0,3,0,1,0,0.0
0,0.3842074704,46,0,0.456443485,10832.9,10,0,3,0,2.0
0,0.0087295668,67,0,0.456291056,5144.1,20,0,1,0,0.0
0,1.19999988,64,0,0.393746592,7150.0,5,0,1,0,0.0
0,0.09163209239999999,68,0,0.163604549,10400.0,8,0,1,0,0.0
0,0.0,62,0,0.221194701,5200.0,12,0,0,0,0.0
0,0.009339307199999999,88,0,5.0,7020.0,5,0,0,0,0.0
0,1.1715118703999998,57,1,0.292487861,4550.0,4,0,1,0,0.0
0,0.0743772996,78,0,2.746779209,2925.0,18,0,3,0,0.0
0,1.032354888,42,2,5.0,7020.0,4,0,0,0,1.0
0,0.002671284,52,0,0.31721682,9490.0,9,0,1,0,1.0
1,1.19999988,37,0,5.0,7020.0,0,0,0,0,2.0
0,0.0873389388,53,0,0.289661899,3997.5,3,0,1,0,0.0
0,0.0,30,0,0.225319639,6201.0,8,0,0,0,0.0
0,0.000359982,50,0,0.270039622,8529.300000000001,5,0,2,0,1.0
0,0.0,68,0,0.264315579,7150.0,5,0,1,0,0.0
0,0.7543806768,65,0,5.0,7020.0,9,0,0,0,0.0
0,0.4402359768,75,0,5.0,7020.0,2,0,1,0,0.0
0,0.0664902084,58,1,0.214016482,20347.600000000002,14,0,3,0,0.0
0,0.152472192,64,0,0.268237935,12740.0,8,0,2,0,2.0
0,0.0379281204,63,1,0.096727049,33800.0,14,1,2,1,0.0
0,0.478047684,62,0,0.527161438,1697.8,6,0,0,0,0.0
0,0.2246175384,65,0,0.210633192,7040.8,5,0,1,0,0.0
0,0.7021659444,56,0,1.605011836,15925.0,12,0,2,3,0.0
0,0.004959835199999999,44,0,0.413249211,6180.2,6,0,1,0,0.0
0,1.0074577308,49,0,5.0,7020.0,5,0,0,0,0.0
0,0.5270999016,37,0,0.123579745,9266.4,5,0,0,0,2.0
0,0.4296225012,56,0,0.677190121,11157.9,17,0,3,0,3.0
0,0.32006488439999997,75,0,5.0,7020.0,6,0,0,0,0.0
0,0.005849409599999999,44,0,0.116916125,32221.800000000003,9,0,1,0,0.0
0,0.0215407224,73,0,3.412416851,585.0,11,0,1,0,0.0
0,0.2263686816,55,0,0.045188937,10010.0,3,0,1,0,2.0
0,0.4550360412,49,2,5.0,7020.0,11,0,1,0,2.0
0,0.3755658576,32,0,4.128871129,1300.0,6,0,1,0,0.0
0,0.245545434,37,1,0.617963703,4225.0,2,0,1,0,0.0
0,0.05626979519999999,78,0,0.037437005,10832.9,13,0,0,0,0.0
0,0.0118214184,64,0,0.180465563,5415.8,14,0,1,0,0.0
0,0.3947077932,64,0,0.494067458,9750.0,16,0,3,0,0.0
0,1.0350554304,49,2,0.110091743,7508.8,3,0,0,1,0.0
0,0.0941421408,68,0,0.27334434,7085.0,5,0,0,0,0.0
0,0.0179124012,75,0,0.002382134,13096.2,2,0,0,0,0.0
0,0.0,77,0,5.0,7020.0,4,0,0,0,0.0
1,1.2562429692,71,0,5.0,7020.0,3,0,0,0,0.0
0,1.1493633756,53,0,0.793429745,7280.0,9,0,1,0,0.0
0,0.0912474156,75,0,0.872625475,6500.0,11,0,3,0,0.0
0,0.0002384028,34,0,0.0,9100.0,2,0,0,0,2.0
0,0.0731537688,41,0,5.0,7020.0,6,0,1,0,0.0
0,1.19999988,61,1,0.000792635,21320.0,1,0,0,0,0.0
0,0.033804054,77,0,0.136113025,3771.3,9,0,0,0,0.0
0,0.0,36,0,0.06846473,5011.5,5,0,0,0,1.0
0,0.4867014588,69,0,0.228663254,10920.0,10,0,1,0,0.0
0,0.0376923516,61,0,0.258436689,4505.8,8,1,0,0,1.0
0,0.0,86,0,0.094224037,4455.1,4,0,0,0,0.0
0,0.1006574724,35,0,0.29033596,3133.0,11,0,0,0,1.0
0,0.376536288,53,0,0.435818052,16374.800000000001,17,0,1,0,0.0
0,0.3354440652,36,2,0.044930605,5525.0,12,0,0,0,2.0
0,0.0019103039999999998,80,0,0.157878118,4115.8,12,0,0,0,0.0
0,0.0,61,0,5.0,7020.0,8,0,2,0,0.0
0,0.010983770399999999,50,0,0.296056315,16250.0,10,0,2,0,0.0
0,0.0347509212,28,1,0.211779676,7150.0,20,0,0,0,1.0
0,0.10029993959999998,26,0,0.450392577,1820.0,6,0,0,0,0.0
0,0.968051598,48,0,0.287518949,12862.2,4,0,2,0,2.0
1,0.5371686311999999,36,0,0.146638735,6825.0,8,0,0,0,0.0
0,0.13761673559999998,71,0,0.192124289,8450.0,9,0,1,0,0.0
0,0.6042159972,61,0,0.738216099,10754.9,11,0,3,0,1.0
0,0.0442113684,78,0,5.0,0.0,3,0,0,0,0.0
0,0.4977101844,54,0,0.26684715,17765.8,13,0,2,0,1.0
0,0.45280022639999995,62,0,0.178832242,37915.8,6,0,2,0,0.0
0,0.4021435368,57,1,0.492325702,9993.1,12,0,3,0,0.0
0,0.0708250932,63,0,0.205531731,33040.8,6,0,2,0,0.0
0,0.49137543119999993,33,0,5.0,7020.0,3,0,0,0,0.0
0,0.18848429279999998,33,0,5.0,7020.0,4,0,0,0,0.0
0,1.14011976,26,0,0.091009784,7040.8,2,0,0,0,0.0
0,0.5575709928,50,0,5.0,7020.0,13,0,2,0,0.0
0,0.0415072044,53,0,5.0,7020.0,8,1,0,0,0.0
0,0.207499464,45,0,5.0,7020.0,3,0,0,0,0.0
0,0.0,61,0,5.0,7020.0,3,0,0,0,0.0
0,1.19999988,72,98,0.004887803,5850.0,0,98,0,98,0.0
0,0.0021817679999999997,46,0,1.512349225,2262.0,10,0,3,0,0.0
0,0.3979822104,47,0,0.706430398,7114.900000000001,14,0,1,0,2.0
0,0.2854926672,53,0,0.368810935,27199.9,9,0,2,0,0.0
1,0.4070743716,57,0,0.552484563,4420.0,18,0,0,0,0.0
0,0.2481746436,61,0,5.0,6717.1,7,0,2,0,0.0
1,0.8740390704,44,1,0.389105799,13650.0,5,0,2,0,4.0
0,0.09837711599999999,65,0,0.448673494,16120.0,15,0,2,0,1.0
0,0.0055518576000000005,74,0,5.0,7020.0,10,0,1,0,0.0
0,0.6477342564,40,0,0.150016706,7780.5,3,0,0,0,1.0
0,0.031449156,59,0,0.018784345,92735.5,17,0,1,0,0.0
1,0.0,27,1,0.113863864,5193.5,3,0,0,0,2.0
0,0.0,57,0,5.0,7020.0,9,0,1,0,0.0
0,0.07129410239999999,38,0,0.917937927,2470.0,11,0,1,0,0.0
0,0.0914704116,44,0,0.412880143,3632.2000000000003,11,0,0,0,2.0
0,0.0751970148,61,0,5.0,7020.0,15,0,1,0,0.0
0,1.19999988,49,0,0.317425083,1170.0,1,0,0,0,1.0
0,0.48231162839999997,32,0,0.064871702,7192.900000000001,6,0,0,0,0.0
0,0.1974187164,55,1,0.064498704,12031.5,8,0,0,1,0.0
0,0.6749892876,38,0,0.294760418,19152.9,12,0,1,0,0.0
0,0.0264389112,77,0,5.0,7020.0,12,0,0,0,0.0
0,0.31101006839999995,41,0,0.190972718,9100.0,7,0,0,0,0.0
0,0.1267894644,50,0,0.293395022,8147.1,4,0,2,0,0.0
1,1.19999988,53,0,0.495528669,2470.0,3,2,1,0,0.0
0,1.1523059616,53,0,0.368006807,6110.0,6,0,0,0,1.0
0,0.1627600248,63,0,0.302452742,8320.0,12,0,1,0,1.0
0,1.19999988,36,0,0.102965678,3900.0,1,0,0,0,2.0
0,0.0,47,0,0.346884372,3900.0,4,0,1,0,1.0
0,0.3430835544,40,0,0.417930345,7800.0,17,0,1,0,0.0
0,0.655581744,31,0,0.196646183,12480.0,9,0,2,0,1.0
0,0.4330611876,34,0,5.0,7020.0,7,0,1,0,4.0
0,0.05616608519999999,51,0,0.006461141,14082.9,5,0,0,0,0.0
0,0.7441328711999999,54,0,5.0,7020.0,14,0,1,0,0.0
0,0.0695959056,35,0,0.071021139,11622.0,8,0,0,0,3.0
1,0.0,45,2,1.256873091,4680.0,10,0,2,0,1.0
0,0.0,38,0,0.442449722,11440.0,6,0,1,0,2.0
0,0.0863097072,51,0,0.76407864,3900.0,21,0,2,0,0.0
0,0.071878626,49,1,0.178117412,9100.0,8,0,1,0,2.0
0,1.1234566596,42,2,0.564630767,10790.0,11,0,3,0,4.0
0,0.0092203236,43,0,0.139188865,16250.0,20,0,2,0,0.0
0,0.0752148756,77,0,0.149713967,9315.800000000001,5,0,1,0,0.0
0,0.4591721712,30,0,0.155756208,4030.0,6,0,0,0,0.0
0,0.0,77,0,0.009541118,2860.0,3,0,0,0,0.0
0,0.6711526548000001,60,0,0.641337939,7150.0,9,0,1,0,1.0
0,0.0,29,0,0.318846466,3199.3,4,0,1,0,0.0
0,0.412376892,65,0,0.215959821,4657.900000000001,7,0,0,0,0.0
0,1.1285565936,30,0,0.435141215,5200.0,10,0,0,0,0.0
0,0.032259958799999995,52,0,0.194383954,11341.2,5,0,1,0,0.0
0,0.010923039599999998,70,0,1.020731309,7962.5,14,0,4,0,0.0
0,0.015229254,28,0,5.0,7020.0,5,0,0,0,0.0
1,0.39363595799999995,52,1,5.0,3744.0,14,0,1,0,0.0
0,1.052551494,34,0,1.169216061,5437.900000000001,17,0,2,0,2.0
0,0.00045713519999999997,78,1,0.000749906,10400.0,8,0,0,0,0.0
0,0.016574866799999997,29,1,5.0,0.0,7,0,0,0,0.0
0,0.14620178639999998,63,0,0.399915182,9194.9,13,0,1,0,1.0
1,0.6338996208000001,54,1,1.263549989,12039.300000000001,21,0,6,0,0.0
0,0.007705581599999999,72,0,5.0,7020.0,13,0,0,0,0.0
0,0.9545164464,40,0,5.0,7020.0,17,0,4,0,0.0
0,0.0,69,0,0.366074538,7463.3,7,0,1,0,0.0
0,0.0744194988,84,0,5.0,7020.0,6,0,0,0,0.0
0,0.0,60,0,5.0,7020.0,10,0,0,0,0.0
0,0.0761810208,59,0,5.0,7020.0,18,0,1,0,0.0
0,0.020321296799999996,76,0,0.381845302,6099.6,19,0,1,0,1.0
0,0.310212174,36,0,0.341714632,4290.0,4,0,0,0,0.0
0,0.00461694,61,0,0.238521247,9880.0,11,0,1,0,0.0
0,0.0006249911999999999,70,0,0.00329934,4332.900000000001,10,0,0,0,0.0
1,0.650777202,41,1,2.639327634,8970.0,18,0,7,2,0.0
0,0.36608142239999997,62,0,5.0,7020.0,15,0,1,0,1.0
0,0.0,63,0,5.0,7020.0,5,0,0,0,3.0
0,0.733014228,50,3,0.402384501,7849.400000000001,4,0,1,1,2.0
0,0.4124378616,63,0,5.0,7020.0,12,0,2,0,0.0
0,0.206347302,48,0,0.952023988,2600.0,10,0,2,0,0.0
0,0.0296326044,62,0,0.198905635,13540.800000000001,10,0,1,0,2.0
0,0.050797178400000004,60,0,0.010556622,2707.9,4,0,0,0,0.0
0,0.8995072943999999,53,0,0.034055728,8816.6,6,0,0,0,0.0
0,1.19999988,44,0,0.0,2954.9,0,2,0,0,2.0
1,1.19999988,23,0,0.0,7020.0,0,1,0,0,0.0
0,0.296995554,42,0,0.457789105,12240.800000000001,11,0,2,0,2.0
0,1.1558282208,36,0,0.160541017,4420.0,4,2,0,0,0.0
0,0.29020682039999995,60,2,0.793310307,7150.0,26,0,1,0,1.0
0,0.0082499004,62,0,0.164216267,10962.9,12,0,1,0,0.0
0,0.37727211239999997,58,0,0.172209753,6370.0,7,0,0,0,1.0
1,0.6391491923999999,62,1,5.0,7020.0,6,0,0,0,0.0
0,0.0581469096,64,0,0.427885863,10021.7,8,0,2,0,1.0
0,0.0246734676,68,0,0.297687359,7475.0,10,0,1,0,1.0
0,0.90629874,40,1,0.142103721,4435.6,4,1,0,0,0.0
0,0.41329539959999995,61,0,0.293016559,5415.8,7,0,0,0,1.0
0,0.190430478,42,0,0.015830695,7800.0,1,0,0,0,3.0
0,0.0005039904,57,0,0.05228422,15165.800000000001,6,0,2,0,1.0
0,0.0028595136,79,0,5.0,7020.0,9,0,0,0,0.0
0,0.2214704304,55,3,0.59721126,4940.0,13,0,2,0,1.0
0,0.016919154,48,0,0.523266679,6955.0,4,0,1,0,3.0
0,0.3368479524,53,0,0.234040874,16473.600000000002,13,0,3,0,2.0
0,0.7922632500000001,52,0,0.367497419,8814.0,9,0,0,0,1.0
0,0.7820612628,75,1,0.470282377,16250.0,11,0,1,0,2.0
0,0.0336022284,49,0,0.470317068,11560.9,20,0,5,0,2.0
0,0.1225199568,48,0,0.396263,7373.6,11,0,1,0,0.0
0,0.1452838872,35,0,1.325945739,3400.8,11,0,1,0,0.0
0,0.16218128280000002,71,0,0.371329879,3762.2000000000003,10,0,1,0,0.0
0,0.2767638372,58,0,0.239480928,3304.6,5,0,0,0,0.0
0,0.1407461544,72,0,0.172360433,10920.0,14,0,1,0,1.0
0,0.0594106932,86,0,0.085700869,5535.400000000001,6,0,0,0,0.0
0,1.19999988,57,1,0.140757927,8403.2,2,0,0,0,1.0
0,0.359776536,48,0,0.364276787,11440.0,7,0,2,0,1.0
0,0.2187327828,34,0,0.06657042,8102.900000000001,10,0,0,0,0.0
0,0.0262046556,57,0,0.2637033,4765.8,25,0,1,0,1.0
0,0.1789708488,45,0,0.341023069,5183.1,6,0,1,0,3.0
0,0.8896302288,67,0,0.45695643,12351.300000000001,20,0,1,0,0.0
0,1.19999988,54,0,0.054625829,4115.8,7,1,0,0,1.0
0,0.15021231,54,0,0.393062076,9967.1,18,0,1,0,0.0
0,0.5023649579999999,49,0,0.188118812,6432.400000000001,7,0,1,0,2.0
0,0.050702271599999994,80,0,5.0,7020.0,1,0,0,0,0.0
0,1.19999988,57,0,0.095936043,1950.0,3,1,0,0,2.0
0,0.0595576392,73,0,5.0,7020.0,6,0,0,0,0.0
0,0.0402487992,62,0,0.131597803,5441.8,7,0,1,0,1.0
0,0.5151909396,32,0,0.286214223,10400.0,16,0,1,0,4.0
0,1.19999988,48,2,5.0,7020.0,2,0,1,0,0.0
0,0.5763643224,51,0,1.243752403,3380.0,14,0,1,0,1.0
0,1.0941450948,44,0,0.344640083,5019.3,7,0,1,0,1.0
0,0.01856904,70,0,0.007739631,6549.400000000001,6,0,0,0,0.0
0,1.1659410816,77,0,5.0,7020.0,6,0,1,0,0.0
0,0.218271066,37,0,0.308113489,2610.4,6,0,0,0,2.0
0,0.8077124256,65,3,0.34004217,6780.8,10,0,1,0,0.0
0,0.64492335,27,0,1.266370699,1170.0,8,1,0,1,0.0
0,0.5598290988,31,1,0.173913043,2600.0,3,0,0,0,0.0
0,0.001421658,66,0,0.010699877,7410.0,4,0,0,0,2.0
0,0.0527591736,57,0,0.118450683,8658.0,6,0,1,0,2.0
0,0.1174377876,55,0,0.268489673,11265.800000000001,5,0,1,0,0.0
0,1.2483859236,41,1,0.693367162,10758.800000000001,12,0,2,0,1.0
0,0.9948395736,54,0,0.512720157,10627.5,12,0,4,0,0.0
0,0.1608353592,36,0,0.433463878,15600.0,9,0,3,0,0.0
0,0.9285210923999999,52,0,1.290243902,8526.7,15,0,2,0,0.0
0,0.2940004704,64,0,1.144196429,5822.7,11,0,2,0,2.0
0,0.1000599876,61,0,0.001557835,10012.6,1,0,0,0,0.0
0,0.8350688940000001,40,0,0.301506868,9747.4,10,0,1,0,0.0
0,0.043344582,58,0,0.00119994,8665.800000000001,2,0,0,0,1.0
0,1.2231244692,39,0,0.270145423,7597.2,5,0,1,0,3.0
0,0.0029730168,64,0,0.002855783,2730.0,6,0,0,0,0.0
0,1.1464596924,58,0,5.0,7020.0,8,0,2,0,0.0
0,0.15802171680000002,31,0,0.499625094,5200.0,20,0,2,0,2.0
0,1.1999149056,35,0,0.379374375,9100.0,5,0,1,0,1.0
0,0.0,77,0,0.0,7020.0,3,0,0,0,0.0
0,0.0202248552,70,0,0.213247624,13952.9,9,0,2,0,1.0
1,1.5700374528,48,2,0.035383666,6318.0,6,1,0,2,3.0
0,0.0425984736,50,0,0.321893949,10075.0,9,0,3,0,2.0
0,0.021657216,32,1,0.056100982,6487.0,8,0,0,0,3.0
0,0.08113489919999999,42,0,0.672179709,5265.0,8,0,1,0,2.0
0,0.029304491999999998,55,1,0.458195523,16900.0,5,0,2,0,2.0
0,0.0,46,0,0.402305611,11050.0,6,0,2,0,1.0
0,0.6211608179999999,53,0,0.413452404,13682.5,20,0,3,0,3.0
0,0.23887869239999998,33,0,0.519843101,5632.900000000001,11,0,3,0,2.0
0,0.0,65,0,0.120435618,4057.3,6,0,0,0,0.0
0,0.0263021868,49,0,0.11363369,11050.0,8,0,1,0,0.0
0,0.09138012959999998,64,0,0.120106029,36290.8,8,0,4,0,0.0
0,1.2366950892000002,42,1,0.422692534,2210.0,4,1,0,0,1.0
0,1.22835075,44,3,0.416439926,9076.6,5,5,1,0,2.0
0,0.2076559884,62,0,0.24120479,10530.0,8,0,1,0,0.0
1,0.6190849919999999,73,0,0.888808403,3588.0,10,0,2,1,0.0
0,0.0,63,0,0.004142265,9100.0,2,0,0,0,0.0
0,0.0707688012,43,0,0.264426388,9438.0,3,0,1,0,2.0
0,0.308176962,33,0,0.552795031,3975.4,5,0,0,1,0.0
0,0.0313907388,53,0,0.156512465,9750.0,8,0,1,0,0.0
0,0.0008703204,59,0,0.175092651,18590.0,11,0,2,0,1.0
0,0.18444054479999997,39,0,0.28118917,7345.0,5,0,1,0,0.0
0,0.276291366,74,0,0.054986253,5200.0,3,0,0,0,0.0
0,0.000315786,59,0,0.237585688,7774.0,11,0,2,0,1.0
0,0.5791975067999999,48,1,5.0,7020.0,5,0,2,0,2.0
0,0.0398017476,47,0,0.207709429,12847.9,14,0,2,0,0.0
0,0.0376649232,29,0,5.0,1.3,4,0,0,0,0.0
0,0.2032047168,26,0,0.008912249,5687.5,3,0,0,0,0.0
0,0.1544725188,60,0,0.351149007,12500.800000000001,10,0,2,0,0.0
0,0.050083604399999995,42,0,5.0,7020.0,6,0,2,0,3.0
0,0.17059272,48,0,0.469733097,16900.0,9,0,1,1,0.0
0,0.007962911999999999,74,0,0.00137836,1885.0,2,0,0,0,0.0
0,1.1025166068,44,0,0.214478552,13000.0,6,0,0,0,3.0
0,0.40812371880000003,60,0,0.028270988,7540.0,3,0,0,0,0.0
0,0.35531934,47,0,0.143599433,8255.0,4,0,0,0,4.0
1,1.1890018331999999,47,0,0.153461635,5200.0,7,0,0,0,6.0
0,0.13536654,39,0,5.0,1.3,6,0,1,0,3.0
0,1.19999988,50,0,5.0,7020.0,5,0,2,0,2.0
0,0.054976820399999994,50,0,0.155948017,3900.0,3,0,0,0,1.0
0,0.075168318,54,1,0.298245614,3259.1,6,0,1,0,1.0
0,0.0032995872,31,0,5.0,7020.0,6,0,0,0,0.0
0,0.17364115559999999,26,0,5.0,7020.0,1,0,0,0,0.0
0,0.7375501788,45,1,0.6565514,5525.0,13,0,1,0,0.0
0,0.0,39,1,5.0,7020.0,7,2,0,1,0.0
0,0.00042941519999999995,58,0,5.0,7020.0,7,0,1,0,0.0
1,0.24950019959999997,38,2,0.282031044,4940.0,7,1,0,1,1.0
0,0.0770645256,51,0,0.163730869,9002.5,5,0,1,0,0.0
0,1.1013608147999998,70,1,0.83858071,2600.0,9,0,0,3,0.0
0,0.0,68,0,0.428892777,5200.0,7,0,1,0,0.0
0,0.08473761719999999,46,0,5.0,7020.0,6,0,1,0,2.0
0,0.2999269764,53,5,1.191003213,3640.0,23,0,2,1,0.0
0,1.19999988,56,0,0.0,7020.0,3,0,0,0,0.0
0,0.0087927648,72,0,5.0,7020.0,5,0,0,0,0.0
0,0.00037890719999999996,29,0,0.130573885,6500.0,3,0,1,0,2.0
0,0.07060896359999999,77,0,0.075051305,4433.0,20,0,0,0,0.0
0,0.7937151132,32,0,0.066158307,12103.0,10,0,0,0,2.0
0,0.07992209160000001,73,0,0.040477051,10790.0,10,0,1,0,0.0
0,0.58281429,43,0,0.052831492,7528.3,11,0,0,0,2.0
0,1.19999988,48,1,0.003845168,5070.0,0,1,0,1,2.0
1,0.373751934,25,0,0.15403961,4134.0,7,0,0,0,1.0
0,1.188482304,71,0,0.102442334,1914.9,3,0,0,0,1.0
0,0.16061173199999998,60,0,5.0,7020.0,3,0,1,0,0.0
0,0.00039374399999999996,57,0,0.176847662,3446.3,5,0,0,0,0.0
0,0.049526984399999995,39,0,0.165037761,5851.3,6,0,0,0,3.0
0,0.0007272504,60,0,5.0,7020.0,9,0,1,0,0.0
0,0.3740884548,54,0,0.404745854,9640.800000000001,23,0,2,0,0.0
1,0.3916998168,44,0,0.358511525,4680.0,11,0,0,0,0.0
0,0.204929838,52,0,0.261305038,13107.9,6,0,3,0,2.0
0,0.1391696016,41,0,0.211382114,4475.900000000001,4,0,0,0,0.0
0,0.0407769708,73,0,0.029077692,2860.0,13,0,0,0,0.0
0,0.0832597764,71,0,0.038211382,4795.7,5,0,0,0,0.0
0,0.0,60,0,0.347295306,6175.0,2,0,1,0,2.0
0,0.0612652608,32,0,5.0,7020.0,3,0,0,0,0.0
0,0.9421189523999999,46,3,0.512883344,17505.8,11,0,4,0,2.0
0,0.0582637188,40,2,0.164398145,17095.0,7,0,1,0,0.0
0,0.0173035428,67,0,0.0069986,6500.0,11,0,0,0,0.0
0,1.19999988,22,0,0.0,260.0,1,0,0,0,0.0
0,0.036964314,42,0,0.272451348,7280.0,6,0,1,0,1.0
0,0.8848525248,37,0,0.879567915,5655.0,9,0,2,0,3.0
0,0.17310667799999999,48,0,0.38324934,5415.8,7,1,2,0,3.0
0,0.010651974,36,0,0.198118754,2210.0,4,0,0,0,0.0
0,1.19999988,52,0,5.0,7020.0,2,0,1,0,0.0
0,1.1318264208,88,0,0.316507747,21812.7,11,0,1,0,0.0
1,0.45494901,65,0,0.219862586,2080.0,3,0,0,0,0.0
0,0.7817725224,64,0,0.277374617,8060.0,10,0,2,0,0.0
0,0.0,43,1,0.073109769,6240.0,5,0,0,1,3.0
0,0.0988944204,57,1,0.291763073,5617.3,9,0,1,0,0.0
0,0.0,67,0,0.863424384,1950.0,11,0,2,0,0.0
0,0.5907593532,41,0,0.555856833,26367.9,13,0,5,0,2.0
0,0.18889477799999999,43,0,0.338701189,12350.0,14,0,2,0,0.0
0,0.15844862159999998,46,0,0.309564329,7637.5,24,0,1,0,0.0
0,0.0042885792,65,0,0.28748107,5149.3,7,0,1,0,1.0
0,1.1278145952,46,0,0.6485823,10589.800000000001,12,0,1,0,2.0
0,0.015994631999999998,56,0,0.0059988,6500.0,5,0,0,0,0.0
0,0.2200756572,81,2,0.151523232,19500.0,6,0,1,0,0.0
0,0.42436581,43,0,0.367397767,16179.800000000001,11,0,2,0,3.0
0,0.08991008999999998,22,0,2.0,7020.0,1,0,0,0,0.0
0,0.0,54,0,0.535253828,6451.900000000001,5,0,2,0,2.0
0,0.0,86,0,5.0,7020.0,7,0,1,0,0.0
0,1.19999988,58,0,0.30514921,4442.1,1,0,1,0,0.0
0,0.0970406652,51,0,5.0,7020.0,5,0,1,0,0.0
0,0.0304004328,54,0,5.0,7020.0,14,0,1,0,2.0
0,0.029757024,40,1,0.243455497,5957.900000000001,6,0,0,0,3.0
1,0.329827776,39,1,0.338324107,20663.5,6,0,3,0,1.0
0,0.11466377280000001,45,0,0.257107876,9555.0,10,0,1,0,2.0
0,1.1347097231999999,69,0,0.329223592,3900.0,6,0,1,0,0.0
0,0.2974526964,54,0,0.27046827,13130.0,6,0,2,0,0.0
0,0.18419539559999998,48,1,0.203737092,7930.0,20,0,2,0,0.0
0,0.6528273587999999,74,0,0.162440226,8970.0,6,0,1,0,0.0
0,0.9328553916,56,0,0.378770205,7800.0,5,0,2,0,0.0
0,0.0,61,0,0.0,7020.0,2,0,0,0,0.0
0,0.26622503999999997,47,0,0.283671633,13000.0,8,0,1,0,0.0
1,1.1722715196,51,3,0.465896522,10576.800000000001,8,0,2,0,0.0
0,0.48207423599999993,53,1,0.345244555,16770.0,10,0,2,0,2.0
1,1.4235483876,29,4,0.689327668,5200.0,10,4,2,1,0.0
0,0.33486234600000003,52,0,5.0,7020.0,6,0,1,0,0.0
0,0.5000599884,85,0,5.0,7020.0,1,0,0,0,0.0
0,0.1608532896,40,1,0.01284162,7894.900000000001,2,0,0,0,0.0
0,0.5612167296,26,0,0.045088373,10810.800000000001,4,0,0,0,1.0
0,0.0695446476,52,0,0.312985134,9880.0,5,0,2,0,3.0
0,0.090962766,35,0,0.336665766,4810.0,5,0,1,0,1.0
0,0.5697367776,40,0,5.0,7020.0,9,0,1,1,2.0
0,0.0817851696,45,0,0.267627308,9291.1,5,0,1,0,3.0
0,1.19999988,39,0,5.0,7020.0,2,1,0,0,0.0
0,0.0034272504,89,0,0.22417523,4806.1,23,0,1,0,0.0
1,1.19999988,41,0,0.158841159,2601.3,0,9,0,1,2.0
1,0.0027688752,37,0,5.0,7020.0,7,0,2,0,0.0
0,0.8626122012,53,0,0.297683374,20930.0,14,0,3,0,1.0
0,0.0715319592,46,0,0.191974823,6607.900000000001,7,0,1,0,0.0
0,0.6544890311999999,77,0,0.153050672,3770.0,6,0,0,0,0.0
0,1.19999988,31,0,0.117829088,5460.0,1,0,0,0,0.0
0,1.19999988,60,5,0.952392288,5460.0,6,1,2,2,0.0
0,0.1335586644,56,0,0.087235363,18850.0,6,1,1,0,4.0
0,0.1078234368,38,0,0.41998171,5684.900000000001,7,0,1,0,2.0
0,0.0,42,0,0.53543657,5850.0,8,0,2,0,0.0
0,0.0035628132,69,0,0.3712503,10832.9,13,0,2,1,0.0
